id,price
1075,89000
1077,28000
1078,31900
1081,89000
1090,479995
1101,20990
1108,19395
1109,88900
1113,61500
1120,13000
1122,15500
1126,22000
1134,33000
1136,38900
1137,12000
1139,53500
1150,26999
1164,9500
1170,16750
1185,46999
1189,44600
1197,38490
1199,179000
1201,52500
1202,9000
1226,30000
1239,36800
1248,45000
1254,59500
1260,17000
1261,36500
1263,13500
1267,85500
1274,18000
1275,6900
1277,3200
1313,9999
1315,10500
1321,18500
1325,35000
1328,15995
1330,44998
1332,18500
1334,31450
1337,65000
1343,17500
1344,28590
1345,40000
1346,26816
1370,34000
1373,59900
1375,49685
1384,11250
1387,76000
1389,54000
1393,55000
1397,14599
1398,15100
1406,29500
1411,28250
1414,22222
1415,65000
1416,48999
1417,103500
1421,13999
1423,49999
1430,23000
1441,12900
1449,39127
1450,26900
1452,16500
1454,10998
1457,14998
1460,29000
1472,43389
1478,26500
1480,26500
1482,59200
1483,18000
1486,18000
1487,44850
1491,59950
1492,193063
1498,22500
1499,64000
1507,59203
1510,35750
1517,175000
1519,27000
1530,15500
1538,10999
1543,12000
1550,55000
1554,37400
1557,24995
1566,39999
1572,7500
1575,54599
1576,21495
1581,46105
1582,43500
1586,48995
1601,60200
1608,28890
1623,4500
1632,46000
1635,26000
1644,65000
1645,13999
1648,13715
1659,47000
1682,19000
1684,169000
1687,43860
1688,12449
1689,60000
1697,18000
1704,19500
1707,47214
1711,33000
1714,117900
1717,29000
1721,31995
1725,83998
1728,18650
1741,7599
1742,43500
1749,19599
1754,37300
1756,67500
1763,3000
1764,22000
1768,29500
1772,25999
1779,35000
1790,8550
1792,60998
1798,51999
1799,88950
1800,16000
1802,6099
1807,10300
1812,16998
1819,48600
1826,16000
1837,109499
1841,27000
1842,26999
1843,11000
1847,15000
1848,399950
1851,30000
1855,40998
1860,27450
1864,47498
1866,24900
1874,13995
1876,105500
1878,19995
1879,40998
1886,21500
1888,13700
1901,17000
1922,124999
1923,23977
1929,90000
1933,8000
1934,26599
1941,65990
1943,39900
1952,102000
1958,27000
1965,133000
1966,21000
1970,29900
1972,26000
1976,13000
1977,41500
1979,159998
1982,38005
1994,23000
1999,12000
2002,46900
2018,76000
2029,26000
2034,30000
2040,96850
2044,45950
2047,80000
2060,28825
2062,12599
2071,6500
2073,17800
2085,52500
2086,7900
2088,33600
2103,83999
2105,10500
2108,50000
2109,83000
2113,27875
2115,61500
2122,34500
2129,53568
2130,54000
2136,18999
2141,40000
2152,23500
2154,22000
2158,19500
2162,4500
2163,28995
2165,43500
2166,66000
2167,159500
2172,23599
2173,73000
2184,46900
2189,24999
2193,46900
2207,85000
2218,13250
2220,349950
2223,14300
2226,39998
2231,43000
2235,25500
2240,199991
2246,15500
2254,24325
2259,4500
2262,15000
2264,73995
2268,33500
2271,43500
2288,31000
2290,171900
2296,47998
2300,8900
2302,11000
2307,32000
2316,15000
2319,6000
2321,71000
2331,399900
2338,139000
2342,27950
2343,26500
2357,8300
2361,18900
2362,26000
2367,10500
2372,14999
2375,33172
2379,67900
2381,11500
2385,6450
2388,31853
2392,60500
2393,33242
2401,10499
2403,43147
2408,33995
2411,8900
2429,59000
2436,16975
2440,30000
2447,34500
2448,13900
2449,16000
2463,7900
2481,37900
2483,48889
2484,91000
2485,16500
2494,9500
2495,18000
2498,32999
2502,36995
2504,20995
2505,32107
2508,55000
2513,90000
2518,24000
2530,36998
2532,149500
2537,11000
2538,20199
2540,7500
2541,15300
2552,6700
2555,65000
2556,42800
2557,47500
2563,57999
2570,89900
2572,4500
2579,33400
2583,43000
2584,164725
2588,20000
2591,17000
2608,7500
2609,23998
2613,19800
2616,8500
2617,35707
2619,67500
2627,16998
2633,78000
2636,146000
2651,33995
2660,12000
2678,19900
2679,33499
2683,19800
2688,21000
2694,133500
2702,25900
2713,49999
2717,104900
2718,99900
2721,71999
2723,27450
2724,15000
2729,37000
2736,94000
2739,25000
2741,52000
2748,29999
2755,24500
2758,19500
2760,6000
2767,45500
2769,42800
2771,22450
2776,6000
2782,44870
2783,71999
2785,19990
2788,35113
2789,17500
2796,5700
2800,49273
2803,59500
2815,13000
2818,17500
2832,63598
2841,7900
2846,17500
2849,28000
2852,26500
2861,34950
2862,5995
2863,72999
2868,9200
2870,8500
2872,31999
2876,67900
2887,26000
2888,28750
2891,15000
2893,15500
2905,34599
2908,17950
2909,10750
2914,19950
2937,29950
2955,26500
2956,45900
2957,16500
2960,20470
2964,1950995
2974,24999
2975,259500
2986,26288
2987,11000
2992,7000
2996,72777
3001,45000
3006,5000
3010,9000
3016,8000
3020,13000
3027,18900
3049,23000
3050,30775
3054,11000
3056,27500
3057,17900
3059,140000
3063,67000
3064,53000
3069,20708
3071,15990
3073,27000
3076,26500
3077,3600
3087,74995
3091,40000
3099,59000
3109,85495
3116,8900
3123,32900
3128,11000
3129,143900
3140,238900
3142,9000
3156,30000
3161,71999
3167,179900
3170,39990
3173,26000
3175,68500
3182,19500
3186,32000
3189,17000
3198,36800
3199,36950
3200,162950
3206,95998
3207,49900
3211,136900
3215,29500
3220,46999
3222,21000
3227,53000
3231,49000
3233,5000
3237,17000
3241,40655
3242,12300
3251,4900
3254,17000
3266,24590
3282,38500
3288,73900
3289,26900
3299,17000
3304,54500
3314,23750
3318,49599
3319,15599
3325,19500
3329,41500
3335,27500
3341,19500
3354,55000
3355,44999
3357,43000
3365,21500
3368,7950
3381,43000
3382,9250
3383,49999
3393,13250
3406,6250
3414,10000
3426,8500
3430,88900
3431,39853
3433,25500
3442,243900
3448,108900
3451,38598
3455,23977
3463,5500
3464,85495
3472,38436
3478,36949
3479,18000
3490,25000
3491,26000
3493,17500
3494,40000
3506,10000
3507,6000
3509,18200
3518,42900
3521,19800
3548,46900
3550,46500
3553,10750
3557,35000
3559,12250
3560,44605
3561,22000
3564,11995
3565,33400
3578,54000
3579,53999
3583,8500
3584,9900
3612,34000
3614,39500
3615,20900
3620,28000
3621,17900
3627,6750
3628,21375
3630,28000
3643,16500
3655,27500
3656,36750
3658,89900
3661,39857
3676,29645
3683,20999
3686,179900
3688,29000
3695,14500
3699,48500
3701,18999
3711,12975
3713,54000
3714,79998
3716,16000
3717,28900
3719,78900
3724,143900
3725,42000
3727,65499
3730,7500
3731,36950
3742,26497
3759,13900
3761,52500
3773,20000
3780,14995
3782,18853
3785,24998
3786,89900
3787,94000
3795,66000
3797,38900
3798,16000
3800,72000
3802,18200
3804,32850
3807,117500
3815,25500
3822,18900
3826,15100
3837,52000
3848,17500
3870,39999
3876,8500
3885,6800
3887,12000
3896,83000
3898,10995
3899,15500
3901,22749
3906,29000
3908,18987
3912,9500
3918,66200
3929,28000
3930,17500
3931,20000
3932,21800
3935,51000
3945,18500
3946,28995
3947,4999
3948,17900
3951,17000
3952,28995
3954,15995
3959,39853
3962,39000
3963,14500
3971,19950
3975,31000
3992,45000
3995,32900
3997,53000
3999,18700
4004,34599
4007,188900
4012,85500
4019,14995
4028,63900
4032,36791
4033,29500
4039,16500
4046,31985
4049,17500
4050,12000
4068,46750
4080,20000
4081,89900
4082,10500
4083,38698
4086,85000
4088,217000
4091,9000
4093,18000
4095,70000
4105,31000
4106,60995
4107,36500
4110,45000
4113,115000
4115,417500
4124,6900
4132,48995
4143,69500
4144,46000
4147,179900
4151,31000
4154,28500
4155,9500
4157,54798
4159,23000
4167,19995
4168,46750
4174,9950
4175,88900
4189,32000
4195,26599
4196,12900
4199,30999
4204,15900
4207,53000
4210,65000
4217,226000
4218,29500
4221,91995
4228,11500
4230,11970
4232,30900
4238,18000
4241,34000
4243,18900
4244,15999
4248,26000
4250,30500
4252,11995
4255,15500
4270,6500
4277,53499
4281,104999
4287,22000
4288,36740
4295,35000
4298,49883
4303,8400
4313,42242
4317,9999
4325,14500
4328,8500
4335,33591
4339,62900
4343,20500
4345,28995
4347,52000
4360,30950
4361,30000
4362,33299
4363,65000
4372,44646
4375,59980
4378,38500
4380,16500
4385,32999
4397,3500
4399,91000
4404,47999
4413,149900
4417,47500
4441,8999
4444,41950
4451,42000
4459,19999
4461,96900
4464,34580
4468,29995
4474,19995
4480,77900
4501,7200
4506,40500
4510,36800
4523,6500
4526,18500
4535,65700
4537,28616
4541,69995
4543,9500
4546,279950
4547,45985
4557,81500
4559,50900
4560,16000
4562,159000
4568,8900
4578,38781
4585,18000
4587,39900
4594,26900
4597,12000
4598,40368
4599,95000
4604,9500
4609,36900
4613,39000
4615,38900
4619,89000
4620,51998
4622,39950
4624,40950
4628,45000
4635,15000
4640,6950
4653,83998
4654,23300
4657,349950
4665,12995
4671,26000
4675,29995
4678,53500
4679,65000
4685,6999
4688,6000
4689,36000
4691,37000
4699,11900
4709,45000
4714,26000
4715,16488
4717,50500
4728,18700
4730,8300
4734,13500
4739,40798
4751,42995
4752,13000
4770,28500
4779,12000
4788,47500
4790,41900
4792,12000
4795,4800
4807,47000
4813,24900
4818,71400
4822,44700
4823,18998
4830,29000
4845,19000
4848,29994
4851,6000
4855,28500
4859,9495
4865,19950
4874,11000
4878,19999
4890,25700
4896,7000
4900,28500
4903,9975
4911,32900
4913,172000
4919,52000
4941,10998
4946,8900
4961,34500
4979,42242
4988,50000
4998,45000
5003,19500
5010,7300
5015,15000
5022,47999
5028,10000
5032,174900
5038,44990
5040,20900
5044,18000
5047,45000
5049,12500
5055,24980
5059,39990
5061,92000
5066,29000
5067,8995
5069,91995
5071,33591
5076,63900
5078,10000
5082,57999
5087,92888
5090,27698
5093,17200
5095,259500
5096,19425
5101,33000
5106,12500
5111,41598
5114,33900
5115,15000
5119,29000
5124,14950
5131,50000
5133,35000
5137,56900
5153,20999
5154,89900
5170,65900
5171,28900
5173,14900
5175,9000
5178,19950
5180,30000
5181,34000
5198,49273
5205,113000
5208,43775
5215,6500
5216,12500
5219,13500
5222,19500
5223,6300
5241,12500
5244,45000
5245,12700
5254,46500
5266,49700
5273,172000
5286,40598
5289,10500
5297,41500
5298,39798
5303,3550
5309,108900
5317,25500
5320,10500
5321,24000
5324,4500
5330,73300
5343,17000
5348,16500
5352,64995
5353,5699
5354,8700
5358,47999
5365,35200
5366,17900
5370,107900
5374,61995
5388,45000
5393,35273
5394,38532
5396,32000
5399,34900
5402,24900
5404,32000
5428,41500
5432,38500
5437,188500
5448,10000
5450,65000
5457,39687
5458,9000
5471,19000
5487,38095
5488,10000
5512,31000
5519,64600
5525,20800
5526,23999
5538,77500
5542,32950
5548,15499
5551,26800
5554,6500
5556,37000
5562,17500
5567,16000
5579,55000
5582,23754
5588,20995
5591,25000
5595,9000
5600,229900
5604,13800
5617,95500
5625,2900
5627,31000
5637,145000
5641,8500
5644,9200
5651,17900
5669,274900
5670,10500
5672,44900
5677,101998
5684,27500
5700,9950
5706,31698
5714,51500
5718,6700
5719,24999
5726,61999
5727,9500
5731,39998
5735,16000
5737,53500
5743,288900
5756,8999
5758,12000
5759,27599
5760,14900
5761,15500
5763,59000
5766,12500
5772,15750
5775,21000
5777,11495
5779,9000
5789,43775
5792,4000
5799,16800
5803,35645
5810,27450
5811,35000
5813,16995
5816,35000
5818,37000
5820,3900
5827,8300
5832,33000
5845,30825
5851,12000
5855,39750
5857,33999
5860,19500
5866,50500
5870,9500
5874,488880
5875,24900
5877,21499
5879,61000
5908,18000
5929,84000
5944,26000
5950,15499
5952,9999
5953,75000
5954,47800
5955,7000
5957,13900
5960,22000
5961,29000
5966,79995
5979,53500
5980,19500
5991,15900
5995,53000
5999,34500
6000,30599
6002,15900
6006,199991
6009,52000
6019,37500
6031,64250
6035,99950
6046,32450
6048,15000
6049,26900
6053,31999
6054,43000
6058,95500
6059,12900
6065,18995
6067,62999
6075,15000
6080,88950
6090,114000
6091,46599
6092,9000
6093,33580
6095,124995
6096,24500
6098,20500
6101,30000
6104,46500
6106,86900
6113,12998
6117,23625
6118,16499
6120,18051
6136,142998
6138,92500
6151,17200
6152,62999
6155,16000
6160,36750
6172,12500
6176,21990
6177,30499
6186,16490
6188,49999
6191,25498
6197,50000
6201,51900
6204,31000
6208,26816
6213,33580
6216,31000
6219,6900
6221,10000
6226,69995
6232,20150
6237,16500
6244,96998
6245,23995
6248,49999
6252,64995
6256,11995
6257,151900
6270,34500
6273,9250
6274,10099
6279,45000
6280,43147
6281,27500
6292,45000
6296,18000
6298,31990
6299,75798
6312,29999
6313,42500
6315,30500
6322,194965
6330,6500
6335,17000
6339,17999
6342,79999
6344,78350
6345,54500
6347,69000
6349,71000
6351,35000
6354,103000
6355,85000
6360,72000
6362,27698
6367,20900
6382,32000
6393,23000
6396,28000
6399,132998
6400,14990
6404,4300
6409,5199
6411,90998
6418,6000
6425,36000
6427,47000
6441,15000
6448,21000
6450,52590
6451,22000
6454,55000
6455,35800
6456,68900
6459,34999
6467,30000
6469,23995
6483,15000
6485,47500
6488,33000
6491,42000
6496,51998
6500,28906
6501,11000
6503,7200
6515,18650
6516,41000
6525,28995
6526,35998
6527,99000
6528,21500
6536,32000
6537,52590
6538,5700
6540,15300
6545,36995
6552,15599
6556,17999
6561,45000
6565,22500
6569,3550
6576,21500
6579,32999
6580,6975
6582,30999
6584,20989
6595,9950
6597,20000
6598,37050
6603,22000
6606,4200
6610,16800
6616,9000
6633,4200
6637,69999
6650,45999
6653,17999
6660,51000
6662,43642
6673,26000
6676,34000
6682,19599
6684,15550
6686,39127
6696,99900
6697,16250
6700,63998
6701,67800
6702,78900
6705,61599
6708,13599
6711,28500
6712,66500
6729,36998
6733,22500
6738,36000
6748,54900
6750,62450
6754,34700
6756,25500
6760,76740
6763,11400
6773,14999
6780,42000
6790,20000
6799,23000
6804,12999
6806,87150
6808,17900
6821,21998
6827,10000
6828,50000
6832,17500
6843,15995
6854,4100
6872,22888
6873,11500
6881,27785
6883,43900
6904,8700
6906,32990
6912,45515
6914,34999
6915,6000
6916,42850
6921,10499
6925,44900
6927,54900
6931,56900
6933,22500
6936,28000
6939,81500
6947,24000
6954,36500
6956,24000
6964,17000
6972,59335
6976,18500
6979,94000
6980,44400
6985,55000
6989,37900
6996,19800
7001,18800
7024,40500
7027,6700
7033,26000
7037,49685
7041,31900
7047,17000
7054,27000
7058,52000
7059,15400
7060,17999
7061,26900
7064,44600
7067,10400
7072,20500
7077,36750
7083,32000
7090,10000
7092,49500
7094,69000
7095,13500
7097,31000
7117,40950
7128,33500
7132,32000
7136,48459
7137,28251
7141,31950
7152,78499
7154,23500
7164,22550
7174,33500
7178,36999
7180,12900
7191,36500
7195,25700
7198,31950
7209,8500
7210,21000
7214,12000
7221,50000
7243,27995
7251,33500
7255,37698
7259,31000
7260,18995
7266,30989
7271,29999
7277,43000
7284,37500
7289,27000
7292,61000
7294,15500
7297,45985
7298,26000
7299,199995
7306,243900
7319,129000
7321,14000
7323,10900
7327,80000
7329,17000
7331,20000
7339,38698
7351,17777
7355,14000
7359,14980
7362,18998
7367,12995
7381,3000
7382,20599
7383,8500
7384,74500
7387,9999
7390,59750
7398,22500
7412,30000
7416,19000
7417,32455
7419,65999
7423,60500
7431,25500
7438,53500
7442,4500
7443,16500
7446,19500
7448,15900
7459,18500
7469,8700
7475,17500
7486,43999
7487,43837
7492,10500
7502,55000
7503,35000
7508,36500
7513,59900
7519,175000
7524,6000
7527,42998
7534,70000
7538,36570
7577,10000
7583,27000
7584,46500
7591,34000
7592,68900
7600,77500
7602,45000
7605,24995
7607,21500
7608,107900
7614,8400
7623,36000
7627,5100
7628,4999
7631,17498
7633,85000
7639,6600
7643,12500
7648,39000
7654,32000
7665,43900
7667,65000
7677,46798
7682,33500
7686,36500
7689,31650
7690,17800
7693,95000
7695,16499
7698,15400
7702,26545
7703,50927
7707,65000
7714,22500
7718,48600
7722,31990
7726,27500
7728,18200
7730,42900
7733,42590
7745,75950
7746,319900
7751,279900
7768,39998
7777,37400
7779,136900
7781,9000
7786,29900
7794,11500
7801,15900
7804,27900
7809,54599
7815,85998
7816,29000
7819,6500
7820,89900
7823,65000
7824,30999
7830,48000
7832,5899
7844,35998
7849,8100
7851,55998
7856,30000
7863,45000
7865,53568
7872,31500
7879,10400
7881,23500
7892,64000
7910,41000
7911,72999
7916,17500
7917,31450
7923,29725
7932,16900
7935,62425
7947,3995
7953,449995
7959,47999
7960,23999
7962,20999
7969,64000
7975,215000
7994,32500
8008,17900
8010,24000
8013,36000
8019,11495
8027,66400
8031,42998
8032,15500
8033,51499
8042,38998
8050,52000
8051,34500
8052,9888
8055,90998
8062,23000
8074,47000
8077,53500
8079,24999
8082,44000
8088,52500
8091,27900
8093,85000
8098,11900
8105,7500
8106,42000
8113,45999
8114,19500
8115,44798
8122,17700
8123,15995
8134,28500
8138,12300
8150,6730
8158,19996
8160,15000
8161,10000
8169,99998
8176,4500
8180,40000
8181,57500
8183,6000
8189,96900
8191,46999
8196,16100
8198,23000
8199,21990
8216,10999
8218,20999
8219,32999
8222,22500
8227,27000
8233,55000
8236,17800
8240,15450
8242,149500
8245,75000
8256,36950
8258,51500
8260,89000
8262,45480
8266,68500
8270,8900
8275,58500
8277,3500
8279,9500
8280,43000
8284,21612
8286,57000
8291,26000
8295,16500
8296,17200
8306,5800
8318,36998
8320,27900
8326,17900
8333,23999
8335,6500
8342,48000
8343,144900
8345,34000
8346,7000
8353,469900
8362,29000
8365,72000
8368,15999
8379,78000
8383,70000
8387,46787
8390,5900
8395,22000
8396,60999
8398,3500
8401,37500
8405,10500
8419,38698
8420,5500
8422,17000
8428,19395
8437,55655
8440,15500
8442,14500
8443,23000
8444,28906
8447,18000
8449,57850
8467,67500
8473,7100
8474,31900
8479,49999
8486,12000
8492,10000
8497,27500
8509,18200
8523,22389
8528,12000
8546,11900
8547,56500
8548,32600
8551,4000
8558,449995
8559,69998
8561,44791
8563,32500
8566,42000
8567,8500
8569,17995
8579,43900
8580,15363
8581,8500
8588,22800
8596,50000
8599,36000
8601,89000
8604,90000
8606,115999
8613,26999
8617,75000
8626,8500
8627,32000
8638,15999
8644,185500
8658,131999
8661,90200
8675,110000
8676,73000
8681,12500
8683,16370
8687,50000
8688,17550
8690,39244
8693,69500
8696,37998
8699,21900
8708,128900
8710,6100
8719,32990
8728,159500
8736,27000
8739,21000
8748,22800
8750,47645
8751,35899
8753,44000
8756,28500
8768,15000
8774,34000
8775,22000
8784,47998
8790,11500
8803,36950
8804,22000
8805,37950
8809,20000
8815,8500
8824,57500
8827,17500
8836,12900
8838,34000
8839,19995
8841,41741
8843,24950
8845,9500
8856,31933
8858,21500
8860,49995
8862,35707
8863,42599
8864,42500
8875,15000
8889,34000
8891,44495
8898,12900
8906,32085
8917,12500
8919,29999
8921,7390
8924,59950
8931,61000
8938,30775
8940,22000
8943,16750
8948,22749
8950,13999
8954,31450
8959,36995
8960,209900
8966,7000
8968,19500
8978,28590
8986,47999
9000,52000
9010,22000
9014,26000
9019,24500
9023,12749
9025,25650
9030,72999
9035,17500
9036,14500
9039,17000
9043,6700
9049,27995
9061,38095
9067,27900
9081,21499
9092,9750
9108,140000
9131,104999
9138,51950
9144,12000
9146,90000
9155,44000
9159,16995
9161,13500
9163,24900
9164,53999
9175,8900
9181,15000
9187,59980
9193,36995
9194,31380
9197,32500
9208,29000
9209,3900
9220,12998
9222,45480
9237,6000
9242,13500
9252,12000
9253,46479
9255,39950
9259,9999
9261,24999
9262,46000
9264,55000
9276,49999
9284,28495
9286,31650
9288,33900
9293,6500
9298,25900
9310,32300
9312,14995
9318,54900
9325,10500
9328,15900
9339,69000
9341,24500
9342,12500
9345,38000
9358,3500
9368,77900
9384,73995
9392,19500
9405,17900
9410,56000
9419,15000
9434,10199
9436,21000
9447,25099
9456,4500
9459,169000
9461,17000
9462,38598
9467,229900
9469,35999
9473,25980
9481,33500
9490,55000
9492,85000
9497,20199
9502,25215
9516,43499
9520,22000
9521,18998
9538,38000
9541,31000
9555,15000
9558,48000
9561,69000
9566,37999
9570,35000
9581,14999
9582,11000
9585,12000
9588,12980
9594,30000
9600,35690
9606,57900
9607,59598
9608,64000
9621,35999
9625,159998
9630,9999
9631,18500
9635,51900
9636,21999
9638,139500
9640,19500
9645,5750
9649,240000
9655,23800
9656,34645
9659,69998
9663,31621
9669,9950
9673,6900
9680,17999
9682,13895
9683,27654
9690,14000
9709,9500
9724,39500
9728,29500
9731,5500
9732,33995
9733,43389
9741,131000
9743,36340
9746,41999
9750,34900
9753,31000
9755,69000
9758,37999
9760,12000
9761,23500
9762,36598
9771,36999
9774,38000
9776,7850
9777,209000
9787,24700
9789,11000
9794,10000
9798,55000
9801,83000
9807,22945
9809,60000
9818,53568
9820,33410
9826,14500
9832,19980
9833,39900
9836,87500
9848,51950
9866,15999
9869,43666
9870,89900
9882,36999
9887,54900
9901,96900
9904,18200
9908,75000
9911,17900
9915,9500
9917,124900
9920,56999
9937,23500
9948,68000
9954,93000
9956,36800
9957,35998
9960,157500
9961,7000
9969,41900
9970,29000
9975,36800
9976,19500
9980,27500
9985,20999
9987,14995
9989,40500
9997,20000
9999,53999
10000,8900
10003,25980
10005,64000
10010,55000
10020,38500
10025,43999
10029,75500
10036,15600
10039,16488
10045,279991
10049,12000
10056,11000
10064,35500
10066,23500
10075,43329
10082,16000
10085,16900
10094,131999
10098,48000
10105,7750
10106,146000
10116,5000
10118,32769
10120,54800
10122,36800
10131,11900
10132,29995
10137,65900
10140,9650
10141,29999
10148,8900
10150,34645
10158,30500
10163,6999
10164,45000
10168,42388
10169,27500
10178,26900
10189,179900
10192,7500
10193,6900
10196,26691
10197,5700
10201,48190
10214,34000
10221,6900
10222,28750
10229,80300
10238,42000
10240,12000
10245,107900
10256,20000
10262,48500
10274,25500
10288,135000
10298,19000
10302,37999
10303,6000
10305,25000
10306,76500
10314,24999
10324,36750
10326,57500
10330,15500
10333,44775
10334,62999
10337,10750
10338,15700
10340,96500
10341,39900
10347,40995
10356,27000
10365,19999
10373,19599
10376,20500
10378,8500
10379,19425
10383,15999
10389,4900
10390,9900
10392,4000
10398,9950
10407,55000
10408,91000
10413,22500
10418,34000
10424,25500
10436,7500
10444,12000
10448,31700
10462,24900
10464,39998
10472,37500
10474,39998
10475,21000
10480,32000
10493,240000
10504,34000
10507,12500
10508,35000
10542,4500
10545,23000
10554,15999
10557,17500
10560,25221
10570,92500
10574,7390
10576,61000
10578,9000
10583,15900
10585,26000
10591,114900
10592,22000
10596,12850
10605,52500
10613,73000
10616,77430
10617,94995
10624,24000
10626,38200
10630,23995
10641,37500
10645,61995
10649,20784
10656,2500
10665,17000
10666,8750
10668,17800
10670,15750
10672,40750
10693,13000
10697,56900
10700,52598
10702,129000
10706,35500
10723,5499
10726,55000
10733,17500
10740,35000
10748,28000
10757,87500
10763,43000
10765,66400
10766,9200
10767,7500
10772,54798
10776,105500
10783,32500
10790,10999
10791,28450
10795,15900
10797,21000
10799,8000
10805,57999
10808,8900
10811,28450
10813,50500
10815,39000
10816,18000
10817,32500
10823,17900
10828,73897
10841,45000
10845,10700
10874,37000
10883,55000
10884,10299
10890,20000
10891,33200
10898,9000
10901,25000
10903,33295
10918,159500
10922,58500
10930,22500
10936,61998
10949,40999
10958,19290
10963,45999
10964,9900
10972,28998
10975,19500
10977,59800
10979,229000
10986,10950
10997,26499
11006,23000
11011,22500
11019,25000
11031,64000
11032,55000
11033,45000
11035,59999
11039,71999
11043,53500
11045,15000
11047,34700
11051,18999
11052,7495
11056,33000
11062,46598
11063,99800
11067,21250
11071,21900
11081,30825
11089,42500
11092,12000
11096,4900
11098,28500
11100,48000
11103,17500
11104,35707
11108,38500
11109,8750
11113,107998
11117,61995
11128,35000
11129,45023
11133,108900
11134,72777
11139,17000
11141,19000
11145,51890
11147,7350
11153,71400
11157,32998
11167,20500
11176,65499
11177,18900
11180,9500
11185,169000
11191,76900
11193,46850
11194,18987
11199,14995
11200,26000
11203,32999
11206,27999
11209,15500
11214,44646
11236,15600
11250,33000
11256,19999
11259,488880
11265,47000
11267,29900
11269,22500
11272,21500
11283,89999
11286,12000
11287,26599
11293,41400
11298,54798
11318,34500
11321,43900
11322,52000
11328,18000
11333,51999
11334,9000
11361,44340
11362,6700
11372,22000
11375,89999
11381,52889
11384,5999
11401,89995
11410,133500
11417,10000
11425,7000
11439,19425
11456,6600
11459,8995
11462,83999
11471,103000
11475,19212
11477,46000
11483,12000
11489,22500
11496,16500
11505,37998
11512,16995
11513,78990
11514,17900
11515,12950
11518,19000
11541,19000
11545,8750
11554,35000
11558,94900
11562,23600
11566,17000
11567,29748
11572,10500
11581,3995
11587,48500
11589,49999
11597,32999
11599,13000
11606,15990
11607,42999
11608,3500
11610,3850
11616,25500
11630,18700
11635,26599
11636,95000
11638,34084
11650,103900
11657,45000
11661,45900
11666,36300
11668,8500
11673,16490
11687,215000
11688,41500
11696,81500
11697,9499
11699,52998
11707,49000
11713,67000
11720,62595
11723,71900
11727,28500
11731,19975
11733,83598
11735,28000
11738,35387
11743,64000
11746,18900
11749,4700
11750,18000
11751,61350
11762,39499
11765,27899
11770,12500
11776,469900
11777,114000
11779,28000
11785,9250
11791,45023
11792,11995
11803,53000
11806,4500
11820,39500
11828,17800
11832,49685
11840,37405
11842,12999
11844,15000
11846,24000
11849,29998
11855,13900
11858,26000
11863,27200
11864,279950
11880,11600
11883,28995
11885,68990
11886,34955
11893,2500
11895,35000
11898,46479
11906,15000
11910,40655
11914,9500
11918,22500
11925,46900
11932,29900
11935,26000
11954,15000
11958,19795
11959,35000
11964,229900
11968,37995
11976,45900
11978,12000
