Usage,id,price
Public,3553,10750
Public,3557,35000
Public,3559,12250
Public,3560,44605
Public,3561,22000
Public,3564,11995
Public,3565,33400
Public,3578,54000
Public,3579,53999
Public,3583,8500
Public,3584,9900
Public,3612,34000
Public,3614,39500
Public,3615,20900
Public,3620,28000
Public,3621,17900
Public,3627,6750
Public,3628,21375
Public,3630,28000
Public,3643,16500
Public,3655,27500
Public,3656,36750
Public,3658,89900
Public,3661,39857
Public,3676,29645
Public,3683,20999
Public,3686,179900
Public,3688,29000
Public,3695,14500
Public,3699,48500
Public,3701,18999
Public,3711,12975
Public,3713,54000
Public,3714,79998
Public,3716,16000
Public,3717,28900
Public,3719,78900
Public,3724,143900
Public,3725,42000
Public,3727,65499
Public,3730,7500
Public,3731,36950
Public,3742,26497
Public,3759,13900
Public,3761,52500
Public,3773,20000
Public,3780,14995
Public,3782,18853
Public,3785,24998
Public,3786,89900
Public,3787,94000
Public,3795,66000
Public,3797,38900
Public,3798,16000
Public,3800,72000
Public,3802,18200
Public,3804,32850
Public,3807,117500
Public,3815,25500
Public,3822,18900
Public,3826,15100
Public,3837,52000
Public,3848,17500
Public,3870,39999
Public,3876,8500
Public,3885,6800
Public,3887,12000
Public,3896,83000
Public,3898,10995
Public,3899,15500
Public,3901,22749
Public,3906,29000
Public,3908,18987
Public,3912,9500
Public,3918,66200
Public,3929,28000
Public,3930,17500
Public,3931,20000
Public,3932,21800
Public,3935,51000
Public,3945,18500
Public,3946,28995
Public,3947,4999
Public,3948,17900
Public,3951,17000
Public,3952,28995
Public,3954,15995
Public,3959,39853
Public,3962,39000
Public,3963,14500
Public,3971,19950
Public,3975,31000
Public,3992,45000
Public,3995,32900
Public,3997,53000
Public,3999,18700
Public,4004,34599
Public,4007,188900
Public,4012,85500
Public,4019,14995
Public,4028,63900
Public,4032,36791
Public,4033,29500
Public,4039,16500
Public,4046,31985
Public,4049,17500
Public,4050,12000
Public,4068,46750
Public,4080,20000
Public,4081,89900
Public,4082,10500
Public,4083,38698
Public,4086,85000
Public,4088,217000
Public,4091,9000
Public,4093,18000
Public,4095,70000
Public,4105,31000
Public,4106,60995
Public,4107,36500
Public,4110,45000
Public,4113,115000
Public,4115,417500
Public,4124,6900
Public,4132,48995
Public,4143,69500
Public,4144,46000
Public,4147,179900
Public,4151,31000
Public,4154,28500
Public,4155,9500
Public,4157,54798
Public,4159,23000
Public,4167,19995
Public,4168,46750
Public,4174,9950
Public,4175,88900
Public,4189,32000
Public,4195,26599
Public,4196,12900
Public,4199,30999
Public,4204,15900
Public,4207,53000
Public,4210,65000
Public,4217,226000
Public,4218,29500
Public,4221,91995
Public,4228,11500
Public,4230,11970
Public,4232,30900
Public,4238,18000
Public,4241,34000
Public,4243,18900
Public,4244,15999
Public,4248,26000
Public,4250,30500
Public,4252,11995
Public,4255,15500
Public,4270,6500
Public,4277,53499
Public,4281,104999
Public,4287,22000
Public,4288,36740
Public,4295,35000
Public,4298,49883
Public,4303,8400
Public,4313,42242
Public,4317,9999
Public,4325,14500
Public,4328,8500
Public,4335,33591
Public,4339,62900
Public,4343,20500
Public,4345,28995
Public,4347,52000
Public,4360,30950
Public,4361,30000
Public,4362,33299
Public,4363,65000
Public,4372,44646
Public,4375,59980
Public,4378,38500
Public,4380,16500
Public,4385,32999
Public,4397,3500
Public,4399,91000
Public,4404,47999
Public,4413,149900
Public,4417,47500
Public,4441,8999
Public,4444,41950
Public,4451,42000
Public,4459,19999
Public,4461,96900
Public,4464,34580
Public,4468,29995
Public,4474,19995
Public,4480,77900
Public,4501,7200
Public,4506,40500
Public,4510,36800
Public,4523,6500
Public,4526,18500
Public,4535,65700
Public,4537,28616
Public,4541,69995
Public,4543,9500
Public,4546,279950
Public,4547,45985
Public,4557,81500
Public,4559,50900
Public,4560,16000
Public,4562,159000
Public,4568,8900
Public,4578,38781
Public,4585,18000
Public,4587,39900
Public,4594,26900
Public,4597,12000
Public,4598,40368
Public,4599,95000
Public,4604,9500
Public,4609,36900
Public,4613,39000
Public,4615,38900
Public,4619,89000
Public,4620,51998
Public,4622,39950
Public,4624,40950
Public,4628,45000
Public,4635,15000
Public,4640,6950
Public,4653,83998
Public,4654,23300
Public,4657,349950
Public,4665,12995
Public,4671,26000
Public,4675,29995
Public,4678,53500
Public,4679,65000
Public,4685,6999
Public,4688,6000
Public,4689,36000
Public,4691,37000
Public,4699,11900
Public,4709,45000
Public,4714,26000
Public,4715,16488
Public,4717,50500
Public,4728,18700
Public,4730,8300
Public,4734,13500
Public,4739,40798
Public,4751,42995
Public,4752,13000
Public,4770,28500
Public,4779,12000
Public,4788,47500
Public,4790,41900
Public,4792,12000
Public,4795,4800
Public,4807,47000
Public,4813,24900
Public,4818,71400
Public,4822,44700
Public,4823,18998
Public,4830,29000
Public,4845,19000
Public,4848,29994
Public,4851,6000
Public,4855,28500
Public,4859,9495
Public,4865,19950
Public,4874,11000
Public,4878,19999
Public,4890,25700
Public,4896,7000
Public,4900,28500
Public,4903,9975
Public,4911,32900
Public,4913,172000
Public,4919,52000
Public,4941,10998
Public,4946,8900
Public,4961,34500
Public,4979,42242
Public,4988,50000
Public,4998,45000
Public,5003,19500
Public,5010,7300
Public,5015,15000
Public,5022,47999
Public,5028,10000
Public,5032,174900
Public,5038,44990
Public,5040,20900
Public,5044,18000
Public,5047,45000
Public,5049,12500
Public,5055,24980
Public,5059,39990
Public,5061,92000
Public,5066,29000
Public,5067,8995
Public,5069,91995
Public,5071,33591
Public,5076,63900
Public,5078,10000
Public,5082,57999
Public,5087,92888
Public,5090,27698
Public,5093,17200
Public,5095,259500
Public,5096,19425
Public,5101,33000
Public,5106,12500
Public,5111,41598
Public,5114,33900
Public,5115,15000
Public,5119,29000
Public,5124,14950
Public,5131,50000
Public,5133,35000
Public,5137,56900
Public,5153,20999
Public,5154,89900
Public,5170,65900
Public,5171,28900
Public,5173,14900
Public,5175,9000
Public,5178,19950
Public,5180,30000
Public,5181,34000
Public,5198,49273
Public,5205,113000
Public,5208,43775
Public,5215,6500
Public,5216,12500
Public,5219,13500
Public,5222,19500
Public,5223,6300
Public,5241,12500
Public,5244,45000
Public,5245,12700
Public,5254,46500
Public,5266,49700
Public,5273,172000
Public,5286,40598
Public,5289,10500
Public,5297,41500
Public,5298,39798
Public,5303,3550
Public,5309,108900
Public,5317,25500
Public,5320,10500
Public,5321,24000
Public,5324,4500
Public,5330,73300
Public,5343,17000
Public,5348,16500
Public,5352,64995
Public,5353,5699
Public,5354,8700
Public,5358,47999
Public,5365,35200
Public,5366,17900
Public,5370,107900
Public,5374,61995
Public,5388,45000
Public,5393,35273
Public,5394,38532
Public,5396,32000
Public,5399,34900
Public,5402,24900
Public,5404,32000
Public,5428,41500
Public,5432,38500
Public,5437,188500
Public,5448,10000
Public,5450,65000
Public,5457,39687
Public,5458,9000
Public,5471,19000
Public,5487,38095
Public,5488,10000
Public,5512,31000
Public,5519,64600
Public,5525,20800
Public,5526,23999
Public,5538,77500
Public,5542,32950
Public,5548,15499
Public,5551,26800
Public,5554,6500
Public,5556,37000
Public,5562,17500
Public,5567,16000
Public,5579,55000
Public,5582,23754
Public,5588,20995
Public,5591,25000
Public,5595,9000
Public,5600,229900
Public,5604,13800
Public,5617,95500
Public,5625,2900
Public,5627,31000
Public,5637,145000
Public,5641,8500
Public,5644,9200
Public,5651,17900
Public,5669,274900
Public,5670,10500
Public,5672,44900
Public,5677,101998
Public,5684,27500
Public,5700,9950
Public,5706,31698
Public,5714,51500
Public,5718,6700
Public,5719,24999
Public,5726,61999
Public,5727,9500
Public,5731,39998
Public,5735,16000
Public,5737,53500
Public,5743,288900
Public,5756,8999
Public,5758,12000
Public,5759,27599
Public,5760,14900
Public,5761,15500
Public,5763,59000
Public,5766,12500
Public,5772,15750
Public,5775,21000
Public,5777,11495
Public,5779,9000
Public,5789,43775
Public,5792,4000
Public,5799,16800
Public,5803,35645
Public,5810,27450
Public,5811,35000
Public,5813,16995
Public,5816,35000
Public,5818,37000
Public,5820,3900
Public,5827,8300
Public,5832,33000
Public,5845,30825
Public,5851,12000
Public,5855,39750
Public,5857,33999
Public,5860,19500
Public,5866,50500
Public,5870,9500
Public,5874,488880
Public,5875,24900
Public,5877,21499
Public,5879,61000
Public,5908,18000
Public,5929,84000
Public,5944,26000
Public,5950,15499
Public,5952,9999
Public,5953,75000
Public,5954,47800
Public,5955,7000
Public,5957,13900
Public,5960,22000
Public,5961,29000
Public,5966,79995
Public,5979,53500
Public,5980,19500
Public,5991,15900
Public,5995,53000
Public,5999,34500
Public,6000,30599
Public,6002,15900
Public,6006,199991
Public,6009,52000
Public,6019,37500
Public,6031,64250
Public,6035,99950
Public,6046,32450
Public,6048,15000
Public,6049,26900
Public,6053,31999
Public,6054,43000
Public,6058,95500
Public,6059,12900
Public,6065,18995
Public,6067,62999
Public,6075,15000
Public,6080,88950
Public,6090,114000
Public,6091,46599
Public,6092,9000
Public,6093,33580
Public,6095,124995
Public,6096,24500
Public,6098,20500
Public,6101,30000
Public,6104,46500
Public,6106,86900
Public,6113,12998
Public,6117,23625
Public,6118,16499
Public,6120,18051
Public,6136,142998
Public,6138,92500
Public,6151,17200
Public,6152,62999
Public,6155,16000
Public,6160,36750
Public,6172,12500
Public,6176,21990
Public,6177,30499
Public,6186,16490
Public,6188,49999
Public,6191,25498
Public,6197,50000
Public,6201,51900
Public,6204,31000
Public,6208,26816
Public,6213,33580
Public,6216,31000
Public,6219,6900
Public,6221,10000
Public,6226,69995
Public,6232,20150
Public,6237,16500
Public,6244,96998
Public,6245,23995
Public,6248,49999
Public,6252,64995
Public,6256,11995
Public,6257,151900
Public,6270,34500
Public,6273,9250
Public,6274,10099
Public,6279,45000
Public,6280,43147
Public,6281,27500
Public,6292,45000
Public,6296,18000
Public,6298,31990
Public,6299,75798
Public,6312,29999
Public,6313,42500
Public,6315,30500
Public,6322,194965
Public,6330,6500
Public,6335,17000
Public,6339,17999
Public,6342,79999
Public,6344,78350
Public,6345,54500
Public,6347,69000
Public,6349,71000
Public,6351,35000
Public,6354,103000
Public,6355,85000
Public,6360,72000
Public,6362,27698
Public,6367,20900
Public,6382,32000
Public,6393,23000
Public,6396,28000
Public,6399,132998
Public,6400,14990
Public,6404,4300
Public,6409,5199
Public,6411,90998
Public,6418,6000
Public,6425,36000
Public,6427,47000
Public,6441,15000
Public,6448,21000
Public,6450,52590
Public,6451,22000
Public,6454,55000
Public,6455,35800
Public,6456,68900
Public,6459,34999
Public,6467,30000
Public,6469,23995
Public,6483,15000
Public,6485,47500
Public,6488,33000
Public,6491,42000
Public,6496,51998
Public,6500,28906
Public,6501,11000
Public,6503,7200
Public,6515,18650
Public,6516,41000
Public,6525,28995
Public,6526,35998
Public,6527,99000
Public,6528,21500
Public,6536,32000
Public,6537,52590
Public,6538,5700
Public,6540,15300
Public,6545,36995
Public,6552,15599
Public,6556,17999
Public,6561,45000
Public,6565,22500
Public,6569,3550
Public,6576,21500
Public,6579,32999
Public,6580,6975
Public,6582,30999
Public,6584,20989
Public,6595,9950
Public,6597,20000
Public,6598,37050
Public,6603,22000
Public,6606,4200
Public,6610,16800
Public,6616,9000
Public,6633,4200
Public,6637,69999
Public,6650,45999
Public,6653,17999
Public,6660,51000
Public,6662,43642
Public,6673,26000
Public,6676,34000
Public,6682,19599
Public,6684,15550
Public,6686,39127
Public,6696,99900
Public,6697,16250
Public,6700,63998
Public,6701,67800
Public,6702,78900
Public,6705,61599
Public,6708,13599
Public,6711,28500
Public,6712,66500
Public,6729,36998
Public,6733,22500
Public,6738,36000
Public,6748,54900
Public,6750,62450
Public,6754,34700
Public,6756,25500
Public,6760,76740
Public,6763,11400
Public,6773,14999
Public,6780,42000
Public,6790,20000
Public,6799,23000
Public,6804,12999
Public,6806,87150
Public,6808,17900
Public,6821,21998
Public,6827,10000
Public,6828,50000
Public,6832,17500
Public,6843,15995
Public,6854,4100
Public,6872,22888
Public,6873,11500
Public,6881,27785
Public,6883,43900
Public,6904,8700
Public,6906,32990
Public,6912,45515
Public,6914,34999
Public,6915,6000
Public,6916,42850
Public,6921,10499
Public,6925,44900
Public,6927,54900
Public,6931,56900
Public,6933,22500
Public,6936,28000
Public,6939,81500
Public,6947,24000
Public,6954,36500
Public,6956,24000
Public,6964,17000
Public,6972,59335
Public,6976,18500
Public,6979,94000
Public,6980,44400
Public,6985,55000
Public,6989,37900
Public,6996,19800
Public,7001,18800
Public,7024,40500
Public,7027,6700
Public,7033,26000
Public,7037,49685
Public,7041,31900
Public,7047,17000
Public,7054,27000
Public,7058,52000
Public,7059,15400
Public,7060,17999
Public,7061,26900
Public,7064,44600
Public,7067,10400
Public,7072,20500
Public,7077,36750
Public,7083,32000
Public,7090,10000
Public,7092,49500
Public,7094,69000
Public,7095,13500
Public,7097,31000
Public,7117,40950
Public,7128,33500
Public,7132,32000
Public,7136,48459
Public,7137,28251
Public,7141,31950
Public,7152,78499
Public,7154,23500
Public,7164,22550
Public,7174,33500
Public,7178,36999
Public,7180,12900
Public,7191,36500
Public,7195,25700
Public,7198,31950
Public,7209,8500
Public,7210,21000
Public,7214,12000
Public,7221,50000
Public,7243,27995
Public,7251,33500
Public,7255,37698
Public,7259,31000
Public,7260,18995
Public,7266,30989
Public,7271,29999
Public,7277,43000
Public,7284,37500
Public,7289,27000
Public,7292,61000
Public,7294,15500
Public,7297,45985
Public,7298,26000
Public,7299,199995
Public,7306,243900
Public,7319,129000
Public,7321,14000
Public,7323,10900
Public,7327,80000
Public,7329,17000
Public,7331,20000
Public,7339,38698
Public,7351,17777
Public,7355,14000
Public,7359,14980
Public,7362,18998
Public,7367,12995
Public,7381,3000
Public,7382,20599
Public,7383,8500
Public,7384,74500
Public,7387,9999
Public,7390,59750
Public,7398,22500
Public,7412,30000
Public,7416,19000
Public,7417,32455
Public,7419,65999
Public,7423,60500
Public,7431,25500
Public,7438,53500
Public,7442,4500
Public,7443,16500
Public,7446,19500
Public,7448,15900
Public,7459,18500
Public,7469,8700
Public,7475,17500
Public,7486,43999
Public,7487,43837
Public,7492,10500
Public,7502,55000
Public,7503,35000
Public,7508,36500
Public,7513,59900
Public,7519,175000
Public,7524,6000
Public,7527,42998
Public,7534,70000
Public,7538,36570
Public,7577,10000
Public,7583,27000
Public,7584,46500
Public,7591,34000
Public,7592,68900
Public,7600,77500
Public,7602,45000
Public,7605,24995
Public,7607,21500
Public,7608,107900
Public,7614,8400
Public,7623,36000
Public,7627,5100
Public,7628,4999
Public,7631,17498
Public,7633,85000
Public,7639,6600
Public,7643,12500
Public,7648,39000
Public,7654,32000
Public,7665,43900
Public,7667,65000
Public,7677,46798
Public,7682,33500
Public,7686,36500
Public,7689,31650
Public,7690,17800
Public,7693,95000
Public,7695,16499
Public,7698,15400
Public,7702,26545
Public,7703,50927
Public,7707,65000
Public,7714,22500
Public,7718,48600
Public,7722,31990
Public,7726,27500
Public,7728,18200
Public,7730,42900
Public,7733,42590
Public,7745,75950
Public,7746,319900
Public,7751,279900
Public,7768,39998
Public,7777,37400
Public,7779,136900
Public,7781,9000
Public,7786,29900
Public,7794,11500
Public,7801,15900
Public,7804,27900
Public,7809,54599
Public,7815,85998
Public,7816,29000
Public,7819,6500
Public,7820,89900
Public,7823,65000
Public,7824,30999
Public,7830,48000
Public,7832,5899
Public,7844,35998
Public,7849,8100
Public,7851,55998
Public,7856,30000
