id,Usage,price
1202,Public,9000
1226,Public,30000
1239,Public,36800
1248,Public,45000
1254,Public,59500
1260,Public,17000
1261,Public,36500
1263,Public,13500
1267,Public,85500
1274,Public,18000
1275,Public,6900
1277,Public,3200
1313,Public,9999
1315,Public,10500
1321,Public,18500
1325,Public,35000
1328,Public,15995
1330,Public,44998
1332,Public,18500
1334,Public,31450
1337,Public,65000
1343,Public,17500
1344,Public,28590
1345,Public,40000
1346,Public,26816
1370,Public,34000
1373,Public,59900
1375,Public,49685
1384,Public,11250
1387,Public,76000
1389,Public,54000
1393,Public,55000
1397,Public,14599
1398,Public,15100
1406,Public,29500
1411,Public,28250
1414,Public,22222
1415,Public,65000
1416,Public,48999
1417,Public,103500
1421,Public,13999
1423,Public,49999
1430,Public,23000
1441,Public,12900
1449,Public,39127
1450,Public,26900
1452,Public,16500
1454,Public,10998
1457,Public,14998
1460,Public,29000
1472,Public,43389
1478,Public,26500
1480,Public,26500
1482,Public,59200
1483,Public,18000
1486,Public,18000
1487,Public,44850
1491,Public,59950
1492,Public,193063
1498,Public,22500
1499,Public,64000
1507,Public,59203
1510,Public,35750
1517,Public,175000
1519,Public,27000
1530,Public,15500
1538,Public,10999
1543,Public,12000
1550,Public,55000
1554,Public,37400
1557,Public,24995
1566,Public,39999
1572,Public,7500
1575,Public,54599
1576,Public,21495
1581,Public,46105
1582,Public,43500
1586,Public,48995
1601,Public,60200
1608,Public,28890
1623,Public,4500
1632,Public,46000
1635,Public,26000
1644,Public,65000
1645,Public,13999
1648,Public,13715
1659,Public,47000
1682,Public,19000
1684,Public,169000
1687,Public,43860
1688,Public,12449
1689,Public,60000
1697,Public,18000
1704,Public,19500
1707,Public,47214
1711,Public,33000
1714,Public,117900
1717,Public,29000
1721,Public,31995
1725,Public,83998
1728,Public,18650
1741,Public,7599
1742,Public,43500
1749,Public,19599
1754,Public,37300
1756,Public,67500
1763,Public,3000
1764,Public,22000
1768,Public,29500
1772,Public,25999
1779,Public,35000
1790,Public,8550
1792,Public,60998
1798,Public,51999
1799,Public,88950
1800,Public,16000
1802,Public,6099
1807,Public,10300
1812,Public,16998
1819,Public,48600
1826,Public,16000
1837,Public,109499
1841,Public,27000
1842,Public,26999
1843,Public,11000
1847,Public,15000
1848,Public,399950
1851,Public,30000
1855,Public,40998
1860,Public,27450
1864,Public,47498
1866,Public,24900
1874,Public,13995
1876,Public,105500
1878,Public,19995
1879,Public,40998
1886,Public,21500
1888,Public,13700
1901,Public,17000
1922,Public,124999
1923,Public,23977
1929,Public,90000
1933,Public,8000
1934,Public,26599
1941,Public,65990
1943,Public,39900
1952,Public,102000
1958,Public,27000
1965,Public,133000
1966,Public,21000
1970,Public,29900
1972,Public,26000
1976,Public,13000
1977,Public,41500
1979,Public,159998
1982,Public,38005
1994,Public,23000
1999,Public,12000
2002,Public,46900
2018,Public,76000
2029,Public,26000
2034,Public,30000
2040,Public,96850
2044,Public,45950
2047,Public,80000
2060,Public,28825
2062,Public,12599
2071,Public,6500
2073,Public,17800
2085,Public,52500
2086,Public,7900
2088,Public,33600
2103,Public,83999
2105,Public,10500
2108,Public,50000
2109,Public,83000
2113,Public,27875
2115,Public,61500
2122,Public,34500
2129,Public,53568
2130,Public,54000
2136,Public,18999
2141,Public,40000
2152,Public,23500
2154,Public,22000
2158,Public,19500
2162,Public,4500
2163,Public,28995
2165,Public,43500
2166,Public,66000
2167,Public,159500
2172,Public,23599
2173,Public,73000
2184,Public,46900
2189,Public,24999
2193,Public,46900
2207,Public,85000
2218,Public,13250
2220,Public,349950
2223,Public,14300
2226,Public,39998
2231,Public,43000
2235,Public,25500
2240,Public,199991
2246,Public,15500
2254,Public,24325
2259,Public,4500
2262,Public,15000
2264,Public,73995
2268,Public,33500
2271,Public,43500
2288,Public,31000
2290,Public,171900
2296,Public,47998
2300,Public,8900
2302,Public,11000
2307,Public,32000
2316,Public,15000
2319,Public,6000
2321,Public,71000
2331,Public,399900
2338,Public,139000
2342,Public,27950
2343,Public,26500
2357,Public,8300
2361,Public,18900
2362,Public,26000
2367,Public,10500
2372,Public,14999
2375,Public,33172
2379,Public,67900
2381,Public,11500
2385,Public,6450
2388,Public,31853
2392,Public,60500
2393,Public,33242
2401,Public,10499
2403,Public,43147
2408,Public,33995
2411,Public,8900
2429,Public,59000
2436,Public,16975
2440,Public,30000
2447,Public,34500
2448,Public,13900
2449,Public,16000
2463,Public,7900
2481,Public,37900
2483,Public,48889
2484,Public,91000
2485,Public,16500
2494,Public,9500
2495,Public,18000
2498,Public,32999
2502,Public,36995
2504,Public,20995
2505,Public,32107
2508,Public,55000
2513,Public,90000
2518,Public,24000
2530,Public,36998
2532,Public,149500
2537,Public,11000
2538,Public,20199
2540,Public,7500
2541,Public,15300
2552,Public,6700
2555,Public,65000
2556,Public,42800
2557,Public,47500
2563,Public,57999
2570,Public,89900
2572,Public,4500
2579,Public,33400
2583,Public,43000
2584,Public,164725
2588,Public,20000
2591,Public,17000
2608,Public,7500
2609,Public,23998
2613,Public,19800
2616,Public,8500
2617,Public,35707
2619,Public,67500
2627,Public,16998
2633,Public,78000
2636,Public,146000
2651,Public,33995
2660,Public,12000
2678,Public,19900
2679,Public,33499
2683,Public,19800
2688,Public,21000
2694,Public,133500
2702,Public,25900
2713,Public,49999
2717,Public,104900
2718,Public,99900
2721,Public,71999
2723,Public,27450
2724,Public,15000
2729,Public,37000
2736,Public,94000
2739,Public,25000
2741,Public,52000
2748,Public,29999
2755,Public,24500
2758,Public,19500
2760,Public,6000
2767,Public,45500
2769,Public,42800
2771,Public,22450
2776,Public,6000
2782,Public,44870
2783,Public,71999
2785,Public,19990
2788,Public,35113
2789,Public,17500
2796,Public,5700
2800,Public,49273
2803,Public,59500
2815,Public,13000
2818,Public,17500
2832,Public,63598
2841,Public,7900
2846,Public,17500
2849,Public,28000
2852,Public,26500
2861,Public,34950
2862,Public,5995
2863,Public,72999
2868,Public,9200
2870,Public,8500
2872,Public,31999
2876,Public,67900
2887,Public,26000
2888,Public,28750
2891,Public,15000
2893,Public,15500
2905,Public,34599
2908,Public,17950
2909,Public,10750
2914,Public,19950
2937,Public,29950
2955,Public,26500
2956,Public,45900
2957,Public,16500
2960,Public,20470
2964,Public,1950995
2974,Public,24999
2975,Public,259500
2986,Public,26288
2987,Public,11000
2992,Public,7000
2996,Public,72777
3001,Public,45000
3006,Public,5000
3010,Public,9000
3016,Public,8000
3020,Public,13000
3027,Public,18900
3049,Public,23000
3050,Public,30775
3054,Public,11000
3056,Public,27500
3057,Public,17900
3059,Public,140000
3063,Public,67000
3064,Public,53000
3069,Public,20708
3071,Public,15990
3073,Public,27000
3076,Public,26500
3077,Public,3600
3087,Public,74995
3091,Public,40000
3099,Public,59000
3109,Public,85495
3116,Public,8900
3123,Public,32900
3128,Public,11000
3129,Public,143900
3140,Public,238900
3142,Public,9000
3156,Public,30000
3161,Public,71999
3167,Public,179900
3170,Public,39990
3173,Public,26000
3175,Public,68500
3182,Public,19500
3186,Public,32000
3189,Public,17000
3198,Public,36800
3199,Public,36950
3200,Public,162950
3206,Public,95998
3207,Public,49900
3211,Public,136900
3215,Public,29500
3220,Public,46999
3222,Public,21000
3227,Public,53000
3231,Public,49000
3233,Public,5000
3237,Public,17000
3241,Public,40655
3242,Public,12300
3251,Public,4900
3254,Public,17000
3266,Public,24590
3282,Public,38500
3288,Public,73900
3289,Public,26900
3299,Public,17000
3304,Public,54500
3314,Public,23750
3318,Public,49599
3319,Public,15599
3325,Public,19500
3329,Public,41500
3335,Public,27500
3341,Public,19500
3354,Public,55000
3355,Public,44999
3357,Public,43000
3365,Public,21500
3368,Public,7950
3381,Public,43000
3382,Public,9250
3383,Public,49999
3393,Public,13250
3406,Public,6250
3414,Public,10000
3426,Public,8500
3430,Public,88900
3431,Public,39853
3433,Public,25500
3442,Public,243900
3448,Public,108900
3451,Public,38598
3455,Public,23977
3463,Public,5500
3464,Public,85495
3472,Public,38436
3478,Public,36949
3479,Public,18000
3490,Public,25000
3491,Public,26000
3493,Public,17500
3494,Public,40000
3506,Public,10000
3507,Public,6000
3509,Public,18200
3518,Public,42900
3521,Public,19800
3548,Public,46900
3550,Public,46500
3553,Public,10750
3557,Public,35000
3559,Public,12250
3560,Public,44605
3561,Public,22000
3564,Public,11995
3565,Public,33400
3578,Public,54000
3579,Public,53999
3583,Public,8500
3584,Public,9900
3612,Public,34000
3614,Public,39500
3615,Public,20900
3620,Public,28000
3621,Public,17900
3627,Public,6750
3628,Public,21375
3630,Public,28000
3643,Public,16500
3655,Public,27500
3656,Public,36750
3658,Public,89900
3661,Public,39857
3676,Public,29645
3683,Public,20999
3686,Public,179900
3688,Public,29000
3695,Public,14500
3699,Public,48500
3701,Public,18999
3711,Public,12975
3713,Public,54000
3714,Public,79998
3716,Public,16000
3717,Public,28900
3719,Public,78900
3724,Public,143900
3725,Public,42000
3727,Public,65499
3730,Public,7500
3731,Public,36950
3742,Public,26497
3759,Public,13900
3761,Public,52500
3773,Public,20000
3780,Public,14995
3782,Public,18853
3785,Public,24998
3786,Public,89900
3787,Public,94000
3795,Public,66000
3797,Public,38900
3798,Public,16000
3800,Public,72000
3802,Public,18200
3804,Public,32850
3807,Public,117500
3815,Public,25500
3822,Public,18900
3826,Public,15100
3837,Public,52000
3848,Public,17500
3870,Public,39999
3876,Public,8500
3885,Public,6800
3887,Public,12000
3896,Public,83000
3898,Public,10995
3899,Public,15500
3901,Public,22749
3906,Public,29000
3908,Public,18987
3912,Public,9500
3918,Public,66200
3929,Public,28000
3930,Public,17500
3931,Public,20000
3932,Public,21800
3935,Public,51000
3945,Public,18500
3946,Public,28995
3947,Public,4999
3948,Public,17900
3951,Public,17000
3952,Public,28995
3954,Public,15995
3959,Public,39853
3962,Public,39000
3963,Public,14500
3971,Public,19950
3975,Public,31000
3992,Public,45000
3995,Public,32900
3997,Public,53000
3999,Public,18700
4004,Public,34599
4007,Public,188900
4012,Public,85500
4019,Public,14995
4028,Public,63900
4032,Public,36791
4033,Public,29500
4039,Public,16500
4046,Public,31985
4049,Public,17500
4050,Public,12000
4068,Public,46750
4080,Public,20000
4081,Public,89900
4082,Public,10500
4083,Public,38698
4086,Public,85000
4088,Public,217000
4091,Public,9000
4093,Public,18000
4095,Public,70000
4105,Public,31000
4106,Public,60995
4107,Public,36500
4110,Public,45000
4113,Public,115000
4115,Public,417500
4124,Public,6900
4132,Public,48995
4143,Public,69500
4144,Public,46000
4147,Public,179900
4151,Public,31000
4154,Public,28500
4155,Public,9500
4157,Public,54798
4159,Public,23000
4167,Public,19995
4168,Public,46750
4174,Public,9950
4175,Public,88900
4189,Public,32000
4195,Public,26599
4196,Public,12900
4199,Public,30999
4204,Public,15900
4207,Public,53000
4210,Public,65000
4217,Public,226000
4218,Public,29500
4221,Public,91995
4228,Public,11500
4230,Public,11970
4232,Public,30900
4238,Public,18000
4241,Public,34000
4243,Public,18900
4244,Public,15999
4248,Public,26000
4250,Public,30500
4252,Public,11995
4255,Public,15500
4270,Public,6500
4277,Public,53499
4281,Public,104999
4287,Public,22000
4288,Public,36740
4295,Public,35000
4298,Public,49883
4303,Public,8400
4313,Public,42242
4317,Public,9999
4325,Public,14500
4328,Public,8500
4335,Public,33591
4339,Public,62900
4343,Public,20500
4345,Public,28995
4347,Public,52000
4360,Public,30950
4361,Public,30000
4362,Public,33299
4363,Public,65000
4372,Public,44646
4375,Public,59980
4378,Public,38500
4380,Public,16500
4385,Public,32999
4397,Public,3500
4399,Public,91000
4404,Public,47999
4413,Public,149900
4417,Public,47500
4441,Public,8999
4444,Public,41950
4451,Public,42000
4459,Public,19999
4461,Public,96900
4464,Public,34580
4468,Public,29995
4474,Public,19995
4480,Public,77900
4501,Public,7200
4506,Public,40500
4510,Public,36800
4523,Public,6500
4526,Public,18500
4535,Public,65700
4537,Public,28616
4541,Public,69995
4543,Public,9500
4546,Public,279950
4547,Public,45985
4557,Public,81500
4559,Public,50900
4560,Public,16000
4562,Public,159000
4568,Public,8900
4578,Public,38781
4585,Public,18000
4587,Public,39900
4594,Public,26900
4597,Public,12000
4598,Public,40368
4599,Public,95000
4604,Public,9500
4609,Public,36900
4613,Public,39000
4615,Public,38900
4619,Public,89000
4620,Public,51998
4622,Public,39950
4624,Public,40950
4628,Public,45000
4635,Public,15000
4640,Public,6950
4653,Public,83998
4654,Public,23300
4657,Public,349950
4665,Public,12995
4671,Public,26000
4675,Public,29995
4678,Public,53500
4679,Public,65000
4685,Public,6999
4688,Public,6000
4689,Public,36000
4691,Public,37000
4699,Public,11900
4709,Public,45000
4714,Public,26000
4715,Public,16488
4717,Public,50500
4728,Public,18700
4730,Public,8300
4734,Public,13500
4739,Public,40798
4751,Public,42995
4752,Public,13000
4770,Public,28500
4779,Public,12000
4788,Public,47500
4790,Public,41900
4792,Public,12000
4795,Public,4800
4807,Public,47000
4813,Public,24900
4818,Public,71400
4822,Public,44700
4823,Public,18998
4830,Public,29000
4845,Public,19000
4848,Public,29994
4851,Public,6000
4855,Public,28500
4859,Public,9495
4865,Public,19950
4874,Public,11000
4878,Public,19999
4890,Public,25700
4896,Public,7000
4900,Public,28500
4903,Public,9975
4911,Public,32900
4913,Public,172000
4919,Public,52000
4941,Public,10998
4946,Public,8900
4961,Public,34500
4979,Public,42242
4988,Public,50000
4998,Public,45000
5003,Public,19500
5010,Public,7300
5015,Public,15000
5022,Public,47999
5028,Public,10000
5032,Public,174900
5038,Public,44990
5040,Public,20900
5044,Public,18000
5047,Public,45000
5049,Public,12500
5055,Public,24980
5059,Public,39990
5061,Public,92000
5066,Public,29000
5067,Public,8995
5069,Public,91995
5071,Public,33591
5076,Public,63900
5078,Public,10000
5082,Public,57999
5087,Public,92888
5090,Public,27698
5093,Public,17200
5095,Public,259500
5096,Public,19425
5101,Public,33000
5106,Public,12500
5111,Public,41598
5114,Public,33900
5115,Public,15000
5119,Public,29000
5124,Public,14950
5131,Public,50000
5133,Public,35000
5137,Public,56900
5153,Public,20999
5154,Public,89900
5170,Public,65900
5171,Public,28900
5173,Public,14900
5175,Public,9000
5178,Public,19950
5180,Public,30000
5181,Public,34000
5198,Public,49273
5205,Public,113000
5208,Public,43775
5215,Public,6500
5216,Public,12500
5219,Public,13500
5222,Public,19500
5223,Public,6300
5241,Public,12500
5244,Public,45000
5245,Public,12700
5254,Public,46500
5266,Public,49700
5273,Public,172000
5286,Public,40598
5289,Public,10500
5297,Public,41500
5298,Public,39798
5303,Public,3550
5309,Public,108900
5317,Public,25500
5320,Public,10500
5321,Public,24000
5324,Public,4500
5330,Public,73300
5343,Public,17000
5348,Public,16500
5352,Public,64995
5353,Public,5699
5354,Public,8700
5358,Public,47999
5365,Public,35200
5366,Public,17900
5370,Public,107900
5374,Public,61995
5388,Public,45000
5393,Public,35273
5394,Public,38532
5396,Public,32000
5399,Public,34900
5402,Public,24900
5404,Public,32000
5428,Public,41500
5432,Public,38500
5437,Public,188500
5448,Public,10000
5450,Public,65000
5457,Public,39687
5458,Public,9000
5471,Public,19000
5487,Public,38095
5488,Public,10000
5512,Public,31000
5519,Public,64600
5525,Public,20800
5526,Public,23999
5538,Public,77500
5542,Public,32950
5548,Public,15499
5551,Public,26800
5554,Public,6500
5556,Public,37000
5562,Public,17500
5567,Public,16000
5579,Public,55000
5582,Public,23754
5588,Public,20995
5591,Public,25000
5595,Public,9000
5600,Public,229900
5604,Public,13800
5617,Public,95500
5625,Public,2900
5627,Public,31000
5637,Public,145000
5641,Public,8500
5644,Public,9200
5651,Public,17900
5669,Public,274900
5670,Public,10500
5672,Public,44900
5677,Public,101998
5684,Public,27500
5700,Public,9950
5706,Public,31698
5714,Public,51500
5718,Public,6700
5719,Public,24999
5726,Public,61999
5727,Public,9500
5731,Public,39998
5735,Public,16000
5737,Public,53500
5743,Public,288900
5756,Public,8999
5758,Public,12000
5759,Public,27599
5760,Public,14900
5761,Public,15500
5763,Public,59000
5766,Public,12500
5772,Public,15750
5775,Public,21000
5777,Public,11495
5779,Public,9000
5789,Public,43775
5792,Public,4000
5799,Public,16800
5803,Public,35645
5810,Public,27450
5811,Public,35000
5813,Public,16995
5816,Public,35000
5818,Public,37000
5820,Public,3900
5827,Public,8300
5832,Public,33000
5845,Public,30825
5851,Public,12000
5855,Public,39750
5857,Public,33999
5860,Public,19500
5866,Public,50500
5870,Public,9500
5874,Public,488880
5875,Public,24900
5877,Public,21499
5879,Public,61000
5908,Public,18000
5929,Public,84000
5944,Public,26000
5950,Public,15499
5952,Public,9999
5953,Public,75000
5954,Public,47800
5955,Public,7000
5957,Public,13900
5960,Public,22000
5961,Public,29000
5966,Public,79995
5979,Public,53500
5980,Public,19500
5991,Public,15900
5995,Public,53000
5999,Public,34500
6000,Public,30599
6002,Public,15900
6006,Public,199991
6009,Public,52000
6019,Public,37500
6031,Public,64250
6035,Public,99950
6046,Public,32450
6048,Public,15000
6049,Public,26900
6053,Public,31999
6054,Public,43000
6058,Public,95500
6059,Public,12900
6065,Public,18995
6067,Public,62999
6075,Public,15000
6080,Public,88950
6090,Public,114000
6091,Public,46599
6092,Public,9000
6093,Public,33580
6095,Public,124995
6096,Public,24500
6098,Public,20500
6101,Public,30000
6104,Public,46500
6106,Public,86900
6113,Public,12998
6117,Public,23625
6118,Public,16499
6120,Public,18051
6136,Public,142998
6138,Public,92500
6151,Public,17200
6152,Public,62999
6155,Public,16000
6160,Public,36750
6172,Public,12500
6176,Public,21990
6177,Public,30499
6186,Public,16490
6188,Public,49999
6191,Public,25498
6197,Public,50000
6201,Public,51900
6204,Public,31000
6208,Public,26816
6213,Public,33580
6216,Public,31000
6219,Public,6900
6221,Public,10000
6226,Public,69995
6232,Public,20150
6237,Public,16500
6244,Public,96998
6245,Public,23995
6248,Public,49999
6252,Public,64995
6256,Public,11995
6257,Public,151900
6270,Public,34500
6273,Public,9250
6274,Public,10099
6279,Public,45000
6280,Public,43147
6281,Public,27500
6292,Public,45000
6296,Public,18000
6298,Public,31990
6299,Public,75798
6312,Public,29999
6313,Public,42500
6315,Public,30500
6322,Public,194965
6330,Public,6500
6335,Public,17000
6339,Public,17999
6342,Public,79999
6344,Public,78350
6345,Public,54500
6347,Public,69000
6349,Public,71000
6351,Public,35000
6354,Public,103000
6355,Public,85000
6360,Public,72000
6362,Public,27698
6367,Public,20900
6382,Public,32000
6393,Public,23000
6396,Public,28000
6399,Public,132998
6400,Public,14990
6404,Public,4300
6409,Public,5199
6411,Public,90998
6418,Public,6000
6425,Public,36000
6427,Public,47000
6441,Public,15000
6448,Public,21000
6450,Public,52590
6451,Public,22000
6454,Public,55000
6455,Public,35800
6456,Public,68900
6459,Public,34999
6467,Public,30000
6469,Public,23995
6483,Public,15000
6485,Public,47500
6488,Public,33000
6491,Public,42000
6496,Public,51998
6500,Public,28906
6501,Public,11000
6503,Public,7200
6515,Public,18650
6516,Public,41000
6525,Public,28995
6526,Public,35998
6527,Public,99000
6528,Public,21500
6536,Public,32000
6537,Public,52590
6538,Public,5700
6540,Public,15300
6545,Public,36995
6552,Public,15599
6556,Public,17999
6561,Public,45000
6565,Public,22500
6569,Public,3550
6576,Public,21500
6579,Public,32999
6580,Public,6975
6582,Public,30999
6584,Public,20989
6595,Public,9950
6597,Public,20000
6598,Public,37050
6603,Public,22000
6606,Public,4200
6610,Public,16800
6616,Public,9000
6633,Public,4200
6637,Public,69999
6650,Public,45999
6653,Public,17999
6660,Public,51000
6662,Public,43642
6673,Public,26000
6676,Public,34000
6682,Public,19599
6684,Public,15550
6686,Public,39127
6696,Public,99900
6697,Public,16250
6700,Public,63998
6701,Public,67800
6702,Public,78900
6705,Public,61599
6708,Public,13599
6711,Public,28500
6712,Public,66500
6729,Public,36998
6733,Public,22500
6738,Public,36000
6748,Public,54900
6750,Public,62450
6754,Public,34700
6756,Public,25500
6760,Public,76740
6763,Public,11400
6773,Public,14999
6780,Public,42000
6790,Public,20000
6799,Public,23000
6804,Public,12999
6806,Public,87150
6808,Public,17900
6821,Public,21998
6827,Public,10000
6828,Public,50000
6832,Public,17500
6843,Public,15995
6854,Public,4100
6872,Public,22888
6873,Public,11500
6881,Public,27785
6883,Public,43900
6904,Public,8700
6906,Public,32990
6912,Public,45515
6914,Public,34999
6915,Public,6000
6916,Public,42850
6921,Public,10499
6925,Public,44900
6927,Public,54900
6931,Public,56900
6933,Public,22500
6936,Public,28000
6939,Public,81500
6947,Public,24000
6954,Public,36500
6956,Public,24000
6964,Public,17000
6972,Public,59335
6976,Public,18500
6979,Public,94000
6980,Public,44400
6985,Public,55000
6989,Public,37900
6996,Public,19800
7001,Public,18800
7024,Public,40500
7027,Public,6700
7033,Public,26000
7037,Public,49685
7041,Public,31900
7047,Public,17000
7054,Public,27000
7058,Public,52000
7059,Public,15400
7060,Public,17999
7061,Public,26900
7064,Public,44600
7067,Public,10400
7072,Public,20500
7077,Public,36750
7083,Public,32000
7090,Public,10000
7092,Public,49500
7094,Public,69000
7095,Public,13500
7097,Public,31000
7117,Public,40950
7128,Public,33500
7132,Public,32000
7136,Public,48459
7137,Public,28251
7141,Public,31950
7152,Public,78499
7154,Public,23500
7164,Public,22550
7174,Public,33500
7178,Public,36999
7180,Public,12900
7191,Public,36500
7195,Public,25700
7198,Public,31950
7209,Public,8500
7210,Public,21000
7214,Public,12000
7221,Public,50000
7243,Public,27995
7251,Public,33500
7255,Public,37698
7259,Public,31000
7260,Public,18995
7266,Public,30989
7271,Public,29999
7277,Public,43000
7284,Public,37500
7289,Public,27000
7292,Public,61000
7294,Public,15500
7297,Public,45985
7298,Public,26000
7299,Public,199995
7306,Public,243900
7319,Public,129000
7321,Public,14000
7323,Public,10900
7327,Public,80000
7329,Public,17000
7331,Public,20000
7339,Public,38698
7351,Public,17777
7355,Public,14000
7359,Public,14980
7362,Public,18998
7367,Public,12995
7381,Public,3000
7382,Public,20599
7383,Public,8500
7384,Public,74500
7387,Public,9999
7390,Public,59750
7398,Public,22500
7412,Public,30000
7416,Public,19000
7417,Public,32455
7419,Public,65999
7423,Public,60500
7431,Public,25500
7438,Public,53500
7442,Public,4500
7443,Public,16500
7446,Public,19500
7448,Public,15900
7459,Public,18500
7469,Public,8700
7475,Public,17500
7486,Public,43999
7487,Public,43837
7492,Public,10500
7502,Public,55000
7503,Public,35000
7508,Public,36500
7513,Public,59900
7519,Public,175000
7524,Public,6000
7527,Public,42998
7534,Public,70000
7538,Public,36570
7577,Public,10000
7583,Public,27000
7584,Public,46500
7591,Public,34000
7592,Public,68900
7600,Public,77500
7602,Public,45000
7605,Public,24995
7607,Public,21500
7608,Public,107900
7614,Public,8400
7623,Public,36000
7627,Public,5100
7628,Public,4999
7631,Public,17498
7633,Public,85000
7639,Public,6600
7643,Public,12500
7648,Public,39000
7654,Public,32000
7665,Public,43900
7667,Public,65000
7677,Public,46798
7682,Public,33500
7686,Public,36500
7689,Public,31650
7690,Public,17800
7693,Public,95000
7695,Public,16499
7698,Public,15400
7702,Public,26545
7703,Public,50927
7707,Public,65000
7714,Public,22500
7718,Public,48600
7722,Public,31990
7726,Public,27500
7728,Public,18200
7730,Public,42900
7733,Public,42590
7745,Public,75950
7746,Public,319900
7751,Public,279900
7768,Public,39998
7777,Public,37400
7779,Public,136900
7781,Public,9000
7786,Public,29900
7794,Public,11500
7801,Public,15900
7804,Public,27900
7809,Public,54599
7815,Public,85998
7816,Public,29000
7819,Public,6500
7820,Public,89900
7823,Public,65000
7824,Public,30999
7830,Public,48000
7832,Public,5899
7844,Public,35998
7849,Public,8100
7851,Public,55998
7856,Public,30000
